listing_ID,lat,lng
BOO6536844/653684402,28.48940100,-81.40570400
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
listing_ID,lat,lng
BOO5692814/569281402,28.42929800,-81.45102800
BOO7085808/708580802,28.35209800,-81.48737020
BOO7085813/708581302,28.35209800,-81.48737020
BOO7238472/723847202,28.42921200,-81.44614600
BOO5692784/569278402,28.42896600,-81.44811200
BOO6565611/656561102,28.48940050,-81.40570400
BOO56836/5683601,28.36364321,-81.50097884
BOO3731945/373194502,28.42840000,-81.45040000
BOO4027424/402742402,28.42840000,-81.45040000
BOO3857703/385770302,28.42840000,-81.45040000
BOO2624223/262422302,28.46304900,-81.46085600
BOO2624172/262417202,28.42770800,-81.44634900
BOO2624294/262429402,28.42768500,-81.44623600
BOO4675449/467544901,28.42924650,-81.45184560
BOO7109582/710958202,28.5352993011475,-81.38330078125
BOO2776072/277607202,28.36855800,-81.50192400
BOO4686523/468652301,28.42600250,-81.44635300
BOO7190029/719002902,28.5352993011475,-81.38330078125
BOO6018958/601895802,28.36855800,-81.50192400
BOO6018958/601895803,28.36855800,-81.50192400
BOO7292132/729213202,28.5352993011475,-81.38330078125
BOO279344/27934415,28.44604624,-81.42872483
BOO279344/27934416,28.44604624,-81.42872483
BOO6689561/668956102,28.42762190,-81.44618130
BOO7331079/733107902,28.35110000,-81.41420000
BOO6709160/670916002,28.34820000,-81.42720000
BOO6553643/655364301,28.42600250,-81.44635300
BOO6553446/655344601,28.42600250,-81.44635300
BOO6553654/655365401,28.42555440,-81.44570930
BOO3041620/304162002,28.42944900,-81.44815100
BOO3044791/304479102,28.43127600,-81.45145100
BOO262659/26265901,28.36111776,-81.50392056
BOO4675630/467563001,28.42846790,-81.45098740
BOO5992824/599282402,28.57460000,-81.38341000
BOO319379/31937908,28.42834516,-81.44711271
BOO3044776/304477602,28.43125700,-81.45028900
BOO2776074/277607402,28.36855800,-81.50192400
BOO7077834/707783402,28.51176410,-81.36269200
BOO5993844/599384402,28.35222000,-81.48713000
BOO2625576/262557602,28.42929800,-81.45102800
BOO2625575/262557502,28.42929800,-81.45102800
BOO2625600/262560002,28.42846400,-81.45174900
BOO2625601/262560102,28.42893300,-81.44940900
BOO2625589/262558902,28.42893300,-81.44940900
BOO2625602/262560202,28.42893300,-81.44940900
BOO2624240/262424002,28.42849000,-81.45097200
BOO7255419/725541905,28.42476410,-81.44410630
BOO5735302/573530206,28.5352993011475,-81.38330078125
BOO6060406/606040602,28.45684000,-81.37871000
BOO5764289/576428903,28.42712900,-81.47573300
BOO2441372/244137202,28.35924800,-81.36893700
BOO6553420/655342001,28.42939230,-81.44523350
BOO2235244/223524408,28.53525050,-81.37513870
BOO2235244/223524409,28.53525050,-81.37513870
BOO3044788/304478802,28.43074000,-81.45005000
BOO3298354/329835402,28.43053400,-81.45001000
BOO4938013/493801303,28.42840000,-81.45090000
BOO4356050/435605002,28.5352993011475,-81.38330078125
BOO4356053/435605302,28.5352993011475,-81.38330078125
BOO4356054/435605402,28.5352993011475,-81.38330078125
BOO6744327/674432702,28.42925000,-81.45184000
BOO4356081/435608102,28.5352993011475,-81.38330078125
BOO4356073/435607302,28.5352993011475,-81.38330078125
BOO4365046/436504602,28.42920100,-81.44897000
BOO4365064/436506402,28.42932000,-81.45013000
BOO4365050/436505002,28.5352993011475,-81.38330078125
BOO4365048/436504802,28.5352993011475,-81.38330078125
BOO2778127/277812702,28.42840000,-81.44790000
BOO2778124/277812402,28.42790000,-81.44690000
BOO3829561/382956102,28.42790000,-81.44690000
BOO3829545/382954502,28.42920000,-81.45100000
BOO2778126/277812602,28.42840000,-81.45090000
BOO5731325/573132502,28.42937360,-81.45098740
BOO5662559/566255901,28.42924700,-81.45184600
BOO5663029/566302901,28.42803830,-81.44703960
BOO6111848/611184801,28.42555440,-81.44570930
BOO4365075/436507502,28.5352993011475,-81.38330078125
BOO3511666/351166602,28.42849000,-81.45097200
